id,date,source,title,excerpt,url,text,symbol,date_source,date_missing_reason,vader_score,vader_label,finbert_label
251063,2026-02-09 10:10:46,LBO,Record Remittances to Sri Lanka: Hidden Realities Behind the Headlines,"Dr Bilesha Weeraratne, Research Fellow and Head of Migration and Urbanisation Policy Research, Institute of Policy Studies of Sri Lanka (IPS) Worker remittances to Sri Lanka have set a new all-time high record with USD 8.076 billion in 2025. This 22.8% growth, compared to the USD 6.6 billion received in 2024, is shaped by the […]",https://www.lankabusinessonline.com/2026/02/09/record-remittances-to-sri-lanka-hidden-realities-behind-the-headlines/,"Record Remittances to Sri Lanka: Hidden Realities Behind the Headlines Dr Bilesha Weeraratne, Research Fellow and Head of Migration and Urbanisation Policy Research, Institute of Policy Studies of Sri Lanka (IPS) Worker remittances to Sri Lanka have set a new all-time high record with USD 8.076 billion in 2025. This 22.8% growth, compared to the USD 6.6 billion received in 2024, is shaped by the […]",,,,0.3818,positive,
251062,2026-02-07 18:39:51,LBO,CA Sri Lanka Hails Historic Appointment of First Ever Female Auditor General,"The Institute of Chartered Accountants of Sri Lanka (CA Sri Lanka), as the national body of accountants has hailed the historic appointment of Chartered Accountant, Ms. Samudika Jayaratna, as the country’s first female Auditor General. In a statement, CA Sri Lanka also expressed its gratitude to His Excellency President Anura Kumara Dissanayake for nominating Ms. […]",https://www.lankabusinessonline.com/2026/02/07/ca-sri-lanka-hails-historic-appointment-of-first-ever-female-auditor-general/,"CA Sri Lanka Hails Historic Appointment of First Ever Female Auditor General The Institute of Chartered Accountants of Sri Lanka (CA Sri Lanka), as the national body of accountants has hailed the historic appointment of Chartered Accountant, Ms. Samudika Jayaratna, as the country’s first female Auditor General. In a statement, CA Sri Lanka also expressed its gratitude to His Excellency President Anura Kumara Dissanayake for nominating Ms. […]",,,,0.8271,positive,
251061,2026-02-05 19:33:11,LBO,Advocata calls on govt to commit to permanently ending vehicle permit schemes,"Advocata warns revival of vehicle permits threatens governance credibility, public trust and economic reform and strongly cautions against government consideration to allow vehicle imports for high-ranking government officials who received permits upon retirement.  According to statements in Parliament, 1,900 permits have already been issued under this concessional scheme for senior officials, with 563 permits issued in 2025 alone. […]",https://www.lankabusinessonline.com/2026/02/05/advocata-calls-on-govt-to-commit-to-permanently-ending-vehicle-permit-schemes/,"Advocata calls on govt to commit to permanently ending vehicle permit schemes Advocata warns revival of vehicle permits threatens governance credibility, public trust and economic reform and strongly cautions against government consideration to allow vehicle imports for high-ranking government officials who received permits upon retirement.  According to statements in Parliament, 1,900 permits have already been issued under this concessional scheme for senior officials, with 563 permits issued in 2025 alone. […]",,,,0.5423,positive,
251060,2026-02-05 13:09:35,LBO,ComBank partners GAIA Greenenergy to accelerate adoption of Green Loans & Leases,"Reinforcing its long-term commitment to sustainability, The Commercial Bank of Ceylon has entered into a strategic partnership with GAIA Greenenergy Holdings to expand access to the Bank’s Green Loans and Green Leases, offering employed and self-employed customers more affordable pathways to adopt solar power.  The partnership was formalised with the signing of a Memorandum of […]",https://www.lankabusinessonline.com/2026/02/05/combank-partners-gaia-greenenergy-to-accelerate-adoption-of-green-loans-leases/,"ComBank partners GAIA Greenenergy to accelerate adoption of Green Loans & Leases Reinforcing its long-term commitment to sustainability, The Commercial Bank of Ceylon has entered into a strategic partnership with GAIA Greenenergy Holdings to expand access to the Bank’s Green Loans and Green Leases, offering employed and self-employed customers more affordable pathways to adopt solar power.  The partnership was formalised with the signing of a Memorandum of […]",,,,0.6808,positive,
251059,2026-02-03 16:57:33,LBO,LANKATILES expands Southern footprint with second showroom in Galle,"Sri Lanka’s leading tile manufacturer, LANKATILES, proudly announces the grand opening of its 58th showroom and second in the Galle  located at No. 145, Matara Road, Pettigala Watta, Galle. This latest addition marks a significant milestone in LANKATILES’ continued journey of design excellence, innovation, and trusted service built over more than five decades. Inspired by […]",https://www.lankabusinessonline.com/2026/02/03/lankatiles-expands-southern-footprint-with-second-showroom-in-galle/,"LANKATILES expands Southern footprint with second showroom in Galle Sri Lanka’s leading tile manufacturer, LANKATILES, proudly announces the grand opening of its 58th showroom and second in the Galle  located at No. 145, Matara Road, Pettigala Watta, Galle. This latest addition marks a significant milestone in LANKATILES’ continued journey of design excellence, innovation, and trusted service built over more than five decades. Inspired by […]",,,,0.9674,positive,
251058,2026-02-02 12:39:26,LBO,New leadership at SLCGE pledges policy advocacy to strengthen SME apparel exports,"TheSri Lanka Chamber of Garment Exporters (SLCGE)held its28th Annual General Meeting (AGM) in Colombo, marking a significant leadership transition and signalling a renewed policy-driven focus on enhancing the competitiveness of Sri Lanka’s small and medium-scale apparel exporters. A key highlight of the AGM was the conclusion of Mr. Bandula Fernando’s distinguished 13-year tenure as President […]",https://www.lankabusinessonline.com/2026/02/02/new-leadership-at-slcge-pledges-policy-advocacy-to-strengthen-sme-apparel-exports/,"New leadership at SLCGE pledges policy advocacy to strengthen SME apparel exports TheSri Lanka Chamber of Garment Exporters (SLCGE)held its28th Annual General Meeting (AGM) in Colombo, marking a significant leadership transition and signalling a renewed policy-driven focus on enhancing the competitiveness of Sri Lanka’s small and medium-scale apparel exporters. A key highlight of the AGM was the conclusion of Mr. Bandula Fernando’s distinguished 13-year tenure as President […]",,,,0.6705,positive,
251057,2026-02-02 12:33:09,LBO,Sri Lanka Opens First Country Pavilion at Source Fashion Apparel Exhibition – London,"Sri Lanka’s apparel industry marked a milestone with its first country pavilion at Source Fashion 2026. The exhibition was held from 13 to 15 January 2026 at Olympia London, one of Europe’s leading apparel sourcing events. The pavilion was officially inaugurated on 13 January with a ribbon-cutting ceremony. High Commissioner of Sri Lanka in the […]",https://www.lankabusinessonline.com/2026/02/02/sri-lanka-opens-first-country-pavilion-at-source-fashion-apparel-exhibition-london/,"Sri Lanka Opens First Country Pavilion at Source Fashion Apparel Exhibition – London Sri Lanka’s apparel industry marked a milestone with its first country pavilion at Source Fashion 2026. The exhibition was held from 13 to 15 January 2026 at Olympia London, one of Europe’s leading apparel sourcing events. The pavilion was officially inaugurated on 13 January with a ribbon-cutting ceremony. High Commissioner of Sri Lanka in the […]",,,,0.0,neutral,
251056,2026-02-02 12:17:33,LBO,CFA Society Sri Lanka to Host Learning Programme on Credit Research Fundamentals,"CFA Society Sri Lanka announced that it will conduct a half-day learning programme on “Understanding the Fundamentals of Credit Research”, in collaboration with Acuity Analytics, on Monday, 16 February 2026, from 8:30 a.m. to 12:30 p.m. at the Courtyard by Marriott, Colombo City Centre. Commenting on the objective of the programme, Aruna Alwis, CEO, CFA […]",https://www.lankabusinessonline.com/2026/02/02/cfa-society-sri-lanka-to-host-learning-programme-on-credit-research-fundamentals/,"CFA Society Sri Lanka to Host Learning Programme on Credit Research Fundamentals CFA Society Sri Lanka announced that it will conduct a half-day learning programme on “Understanding the Fundamentals of Credit Research”, in collaboration with Acuity Analytics, on Monday, 16 February 2026, from 8:30 a.m. to 12:30 p.m. at the Courtyard by Marriott, Colombo City Centre. Commenting on the objective of the programme, Aruna Alwis, CEO, CFA […]",,,,0.6369,positive,
251055,2026-01-31 19:33:53,LBO,Opinion: Sri Lanka’s FDI dilemma as profit repatriations surge,"By Indika Hettiarachchi indika.h@jupitercapitalpartners.com Recently the head of the Board of Investment (BOI), the apex body in charge of promoting FDI in the country reportedly resigned. It was also reported the outgoing head of BOI saying “Without concessions, Sri Lanka needs hard reforms to attract FDI”. These developments suggest emerging challenges in attracting FDI as […]",https://www.lankabusinessonline.com/2026/01/31/opinion-sri-lankas-fdi-dilemma-as-profit-repatriations-surge/,"Opinion: Sri Lanka’s FDI dilemma as profit repatriations surge By Indika Hettiarachchi indika.h@jupitercapitalpartners.com Recently the head of the Board of Investment (BOI), the apex body in charge of promoting FDI in the country reportedly resigned. It was also reported the outgoing head of BOI saying “Without concessions, Sri Lanka needs hard reforms to attract FDI”. These developments suggest emerging challenges in attracting FDI as […]",,,,0.8555,positive,
251054,2026-01-29 06:46:29,LBO,"OPINION – Northern Investment Summit, Jaffna January 2026","By Jekhan Aruliah When the topic of the Northern economy comes up, Jaffna is often criticized for living on remittances. Small transfers, perhaps a hundred US dollars a month, sent by hard working people overseas to their families in Jaffna and the Northern Province. These gifts are said to be ruining Jaffna youth and the […]",https://www.lankabusinessonline.com/2026/01/29/opinion-northern-investment-summit-jaffna-january-2026/,"OPINION – Northern Investment Summit, Jaffna January 2026 By Jekhan Aruliah When the topic of the Northern economy comes up, Jaffna is often criticized for living on remittances. Small transfers, perhaps a hundred US dollars a month, sent by hard working people overseas to their families in Jaffna and the Northern Province. These gifts are said to be ruining Jaffna youth and the […]",,,,-0.5994,negative,
251053,2026-01-28 13:09:08,LBO,Strengthening Sri Lanka’s SSB Regulations: Addressing the Rise of Non-Sugar Sweeteners,"By Priyanka Jayawardena, Research Economist, Institute of Policy Studies of Sri Lanka (IPS) Non-communicable diseases (NCDs) accounting for nearly 75% of all deaths, have emerged as a major health challenge in Sri Lanka over the past few decades. Unhealthy dietary patterns – including excessive intake of sugar, salt, and fats – continue to play a […]",https://www.lankabusinessonline.com/2026/01/28/strengthening-sri-lankas-ssb-regulations-addressing-the-rise-of-non-sugar-sweeteners/,"Strengthening Sri Lanka’s SSB Regulations: Addressing the Rise of Non-Sugar Sweeteners By Priyanka Jayawardena, Research Economist, Institute of Policy Studies of Sri Lanka (IPS) Non-communicable diseases (NCDs) accounting for nearly 75% of all deaths, have emerged as a major health challenge in Sri Lanka over the past few decades. Unhealthy dietary patterns – including excessive intake of sugar, salt, and fats – continue to play a […]",,,,0.4173,positive,
251052,2026-01-28 12:50:12,LBO,IMF Staff Concludes Sri Lanka Visit; Policy Talks for Next EFF Review Set to Resume ASAP,"An International Monetary Fund (IMF) team, led by Evan Papageorgiou, concluded a visit to Colombo conducted from January 22 to 28 to assess the economic impact of Cyclone Ditwah. During the mission, the team engaged with authorities and stakeholders to understand the social and economic damage caused by the storm, specifically regarding infrastructure and livelihoods. […]",https://www.lankabusinessonline.com/2026/01/28/imf-staff-concludes-sri-lanka-visit-policy-talks-for-next-eff-review-set-to-resume-asap/,"IMF Staff Concludes Sri Lanka Visit; Policy Talks for Next EFF Review Set to Resume ASAP An International Monetary Fund (IMF) team, led by Evan Papageorgiou, concluded a visit to Colombo conducted from January 22 to 28 to assess the economic impact of Cyclone Ditwah. During the mission, the team engaged with authorities and stakeholders to understand the social and economic damage caused by the storm, specifically regarding infrastructure and livelihoods. […]",,,,0.1027,positive,
251051,2026-01-28 12:36:56,LBO,Pine Labs expands its footprint by deploying an API-first Card Issuing & Processing Platform for PABC,"One of Sri Lanka’s largest listed entities, the Pan Asia Banking Corporation (PABC) and global fintech platform Pine Labs have today announced a partnership that will see the fintech major implementing an end-to-end card management platform for the bank. Under this partnership, Pine Labs will deploy a full-stack Credit Card Management System for Pan Asia […]",https://www.lankabusinessonline.com/2026/01/28/pine-labs-expands-its-footprint-by-deploying-an-api-first-card-issuing-processing-platform-for-pabc/,"Pine Labs expands its footprint by deploying an API-first Card Issuing & Processing Platform for PABC One of Sri Lanka’s largest listed entities, the Pan Asia Banking Corporation (PABC) and global fintech platform Pine Labs have today announced a partnership that will see the fintech major implementing an end-to-end card management platform for the bank. Under this partnership, Pine Labs will deploy a full-stack Credit Card Management System for Pan Asia […]",,,,0.4588,positive,
251050,2026-01-28 11:43:59,LBO,Sri Lanka’s Central Bank keeps the overnight policy rate (OPR) unchanged,"At its meeting held yesterday, the Monetary Policy Board decided to keep the Overnight Policy Rate (OPR) unchanged at 7.75%, citing an assessment of recent domestic economic developments, the outlook ahead, and continuing global uncertainty. The Board is of the view that the current monetary policy stance will support steering inflation towards the target of […]",https://www.lankabusinessonline.com/2026/01/28/sri-lankas-central-bank-keeps-the-overnight-policy-rate-opr-unchanged/,"Sri Lanka’s Central Bank keeps the overnight policy rate (OPR) unchanged At its meeting held yesterday, the Monetary Policy Board decided to keep the Overnight Policy Rate (OPR) unchanged at 7.75%, citing an assessment of recent domestic economic developments, the outlook ahead, and continuing global uncertainty. The Board is of the view that the current monetary policy stance will support steering inflation towards the target of […]",,,,0.0772,positive,
251049,2026-01-27 15:39:00,LBO,"ComBank to boost WSME, Agri SME financing with IFC’s USD 60 Mn Risk Sharing Facility","Reinforcing its position as Sri Lanka’s largest lender to small and medium enterprises (SMEs), the Commercial Bank of Ceylon has partnered with the International Finance Corporation (IFC), a member of the World Bank Group, to significantly expand the Bank’s capacity to lend SMEs nationwide.  Under this partnership, IFC will provide risk cover for a US$60 […]",https://www.lankabusinessonline.com/2026/01/27/combank-to-boost-wsme-agri-sme-financing-with-ifcs-usd-60-mn-risk-sharing-facility/,"ComBank to boost WSME, Agri SME financing with IFC’s USD 60 Mn Risk Sharing Facility Reinforcing its position as Sri Lanka’s largest lender to small and medium enterprises (SMEs), the Commercial Bank of Ceylon has partnered with the International Finance Corporation (IFC), a member of the World Bank Group, to significantly expand the Bank’s capacity to lend SMEs nationwide.  Under this partnership, IFC will provide risk cover for a US$60 […]",,,,0.5574,positive,
251048,2026-01-27 11:14:04,LBO,Sri Lanka Chamber of the Pharmaceutical Industry donates Rs. 50 million to ‘Rebuilding Sri Lanka’ Fund,"The Sri Lanka Chamber of the Pharmaceutical Industry (SLCPI) today announced a Rs. 50 million donation to the Government’s ‘Rebuilding Sri Lanka’ Fund, established to support national recovery efforts following the recent disaster. The financial contribution was formally presented by the SLCPI Executive Committee to the Minister of Health and Mass Media, Dr. Nalinda Jayatissa, […]",https://www.lankabusinessonline.com/2026/01/27/sri-lanka-chamber-of-the-pharmaceutical-industry-donates-rs-50-million-to-rebuilding-sri-lanka-fund/,"Sri Lanka Chamber of the Pharmaceutical Industry donates Rs. 50 million to ‘Rebuilding Sri Lanka’ Fund The Sri Lanka Chamber of the Pharmaceutical Industry (SLCPI) today announced a Rs. 50 million donation to the Government’s ‘Rebuilding Sri Lanka’ Fund, established to support national recovery efforts following the recent disaster. The financial contribution was formally presented by the SLCPI Executive Committee to the Minister of Health and Mass Media, Dr. Nalinda Jayatissa, […]",,,,-0.34,negative,
251047,2026-01-27 10:49:56,LBO,Southern Cross University brings Bachelor of Business to Sri Lankan students at NSBM Green University,"Southern Cross University (SCU), one of Australia’s leading public universities, in partnership with NSBM Green University, is opening doors for Sri Lankan students to earn a globally recognised Australian Bachelor of Business – right here at home. The landmark launch, taking place from 19 to 21 February 2026 at NSBM Green University, brings together the […]",https://www.lankabusinessonline.com/2026/01/27/southern-cross-university-brings-bachelor-of-business-to-sri-lankan-students-at-nsbm-green-university/,"Southern Cross University brings Bachelor of Business to Sri Lankan students at NSBM Green University Southern Cross University (SCU), one of Australia’s leading public universities, in partnership with NSBM Green University, is opening doors for Sri Lankan students to earn a globally recognised Australian Bachelor of Business – right here at home. The landmark launch, taking place from 19 to 21 February 2026 at NSBM Green University, brings together the […]",,,,0.0772,positive,
251046,2026-01-27 10:42:12,LBO,Sri Lanka’s apparel exports grow 5.4-pct in Dec 2025; full-year exports top USD5Bn,"Sri Lanka’s exports of apparel and made-up textile articles (HS Chapters 61, 62 and 63) rose to US$447.21 million in December 2025, up 5.43% from US$424.18 million in December 2024, according to industry export statistics. Growth was recorded across the three main destination markets. Exports to the USA increased 6.49% year-on-year to US$178.29 million (from […]",https://www.lankabusinessonline.com/2026/01/27/sri-lankas-apparel-exports-grow-5-4-pct-in-dec-2025-full-year-exports-top-usd5bn/,"Sri Lanka’s apparel exports grow 5.4-pct in Dec 2025; full-year exports top USD5Bn Sri Lanka’s exports of apparel and made-up textile articles (HS Chapters 61, 62 and 63) rose to US$447.21 million in December 2025, up 5.43% from US$424.18 million in December 2024, according to industry export statistics. Growth was recorded across the three main destination markets. Exports to the USA increased 6.49% year-on-year to US$178.29 million (from […]",,,,0.6705,positive,
251045,2026-01-26 15:09:53,LBO,"Rising climate risks and poverty in focus at CEPA policy panel today, Open University","The Centre for Poverty Analysis (CEPA), in collaboration with the Centre for Environmental Studies and Sustainable Development of the Open University of Sri Lanka, will host a high-level policy panel titled “Facing the Future: Environmental Disastersand Poverty in Sri Lanka”on 26 January 2026, from 3.30 p.m. to 6.00 p.m., at the Auditorium of the Faculty […]",https://www.lankabusinessonline.com/2026/01/26/rising-climate-risks-and-poverty-in-focus-at-cepa-policy-panel-today-open-university/,"Rising climate risks and poverty in focus at CEPA policy panel today, Open University The Centre for Poverty Analysis (CEPA), in collaboration with the Centre for Environmental Studies and Sustainable Development of the Open University of Sri Lanka, will host a high-level policy panel titled “Facing the Future: Environmental Disastersand Poverty in Sri Lanka”on 26 January 2026, from 3.30 p.m. to 6.00 p.m., at the Auditorium of the Faculty […]",,,,-0.9001,negative,
251044,2026-01-25 12:06:12,LBO,IFC Invests USD 166 Mn to Support Sri Lankan Businesses & Drive Economic Growth,"Reinforcing its longstanding commitment to Sri Lanka’s private sector, the International Finance Corporation (IFC), a member of the World Bank Group, today announced a high-impact investment program of $166 million to support Sri Lankan businesses and accelerate the country’s transition from economic stabilization to sustainable growth. This comprehensive country-level financing package aims to expand financial […]",https://www.lankabusinessonline.com/2026/01/25/ifc-invests-usd-166-mn-to-support-sri-lankan-businesses-drive-economic-growth/,"IFC Invests USD 166 Mn to Support Sri Lankan Businesses & Drive Economic Growth Reinforcing its longstanding commitment to Sri Lanka’s private sector, the International Finance Corporation (IFC), a member of the World Bank Group, today announced a high-impact investment program of $166 million to support Sri Lankan businesses and accelerate the country’s transition from economic stabilization to sustainable growth. This comprehensive country-level financing package aims to expand financial […]",,,,0.9408,positive,
251043,2026-01-24 15:12:31,LBO,Land Prices in Outskirts Soar as City Growth Stabilises – LPI 2025,"The Sri Lankan land market maintained solid growth in 2025, with Colombo suburbs and Western Province districts emerging as key drivers, according to the latest Land Price Index (LPI) 2025 (updated), published by LankaPropertyWeb (LPW). The 2025 index shows that Colombo 1–15 recorded a 4% year-on-year increase in average land prices per perch, reaching LKR […]",https://www.lankabusinessonline.com/2026/01/24/land-prices-in-outskirts-soar-as-city-growth-stabilises-lpi-2025/,"Land Prices in Outskirts Soar as City Growth Stabilises – LPI 2025 The Sri Lankan land market maintained solid growth in 2025, with Colombo suburbs and Western Province districts emerging as key drivers, according to the latest Land Price Index (LPI) 2025 (updated), published by LankaPropertyWeb (LPW). The 2025 index shows that Colombo 1–15 recorded a 4% year-on-year increase in average land prices per perch, reaching LKR […]",,,,0.836,positive,
